Date,Day,Weekend,Holiday,Exam_Week,Students_Present,Temperature_C,Item,Actual_Demand,Prepared,Sold,Waste,Waste_Percentage,Price
2024-07-09,Tuesday,False,False,False,988,27.6,Cold Drink,121,138,124,14,10.14,20
2024-07-09,Tuesday,False,False,False,988,27.6,Veg Puff,79,78,78,0,0.0,18
2024-07-09,Tuesday,False,False,False,988,27.6,Maggi,73,76,72,4,5.26,30
2024-07-10,Wednesday,False,False,False,759,30.2,Samosa,97,132,104,28,21.21,12
2024-07-10,Wednesday,False,False,False,759,30.2,Vada Pav,79,78,70,8,10.26,15
2024-07-10,Wednesday,False,False,False,759,30.2,Sandwich,59,55,55,0,0.0,40
2024-07-10,Wednesday,False,False,False,759,30.2,Tea,108,130,96,34,26.15,8
2024-07-10,Wednesday,False,False,False,759,30.2,Coffee,65,83,65,18,21.69,15
2024-07-10,Wednesday,False,False,False,759,30.2,Cold Drink,94,116,101,15,12.93,20
2024-07-10,Wednesday,False,False,False,759,30.2,Veg Puff,61,70,61,9,12.86,18
2024-07-10,Wednesday,False,False,False,759,30.2,Maggi,70,58,58,0,0.0,30
2024-07-11,Thursday,False,False,False,882,29.1,Samosa,109,124,112,12,9.68,12
2024-07-11,Thursday,False,False,False,882,29.1,Vada Pav,122,155,116,39,25.16,15
2024-07-11,Thursday,False,False,False,882,29.1,Sandwich,79,85,71,14,16.47,40
2024-07-11,Thursday,False,False,False,882,29.1,Tea,123,154,115,39,25.32,8
2024-07-11,Thursday,False,False,False,882,29.1,Coffee,105,128,101,27,21.09,15
2024-07-11,Thursday,False,False,False,882,29.1,Cold Drink,105,145,108,37,25.52,20
2024-07-11,Thursday,False,False,False,882,29.1,Veg Puff,73,81,73,8,9.88,18
2024-07-11,Thursday,False,False,False,882,29.1,Maggi,60,50,50,0,0.0,30
2024-07-12,Friday,False,False,False,923,28.8,Samosa,122,126,120,6,4.76,12
2024-07-12,Friday,False,False,False,923,28.8,Vada Pav,82,122,76,46,37.7,15
2024-07-12,Friday,False,False,False,923,28.8,Sandwich,78,84,83,1,1.19,40
2024-07-12,Friday,False,False,False,923,28.8,Tea,136,131,131,0,0.0,8
2024-07-12,Friday,False,False,False,923,28.8,Coffee,108,132,111,21,15.91,15
2024-07-12,Friday,False,False,False,923,28.8,Cold Drink,131,193,126,67,34.72,20
2024-07-12,Friday,False,False,False,923,28.8,Veg Puff,89,107,91,16,14.95,18
2024-07-12,Friday,False,False,False,923,28.8,Maggi,55,61,52,9,14.75,30
2024-07-13,Saturday,True,False,False,541,30.1,Samosa,25,28,26,2,7.14,12
2024-07-13,Saturday,True,False,False,541,30.1,Vada Pav,38,47,38,9,19.15,15
2024-07-13,Saturday,True,False,False,541,30.1,Sandwich,38,42,35,7,16.67,40
2024-07-13,Saturday,True,False,False,541,30.1,Tea,36,45,36,9,20.0,8
2024-07-13,Saturday,True,False,False,541,30.1,Coffee,37,40,36,4,10.0,15
2024-07-13,Saturday,True,False,False,541,30.1,Cold Drink,57,62,53,9,14.52,20
2024-07-13,Saturday,True,False,False,541,30.1,Veg Puff,37,41,37,4,9.76,18
2024-07-13,Saturday,True,False,False,541,30.1,Maggi,37,42,37,5,11.9,30
2024-07-14,Sunday,True,False,False,441,27.6,Samosa,48,44,44,0,0.0,12
2024-07-14,Sunday,True,False,False,441,27.6,Vada Pav,33,38,34,4,10.53,15
2024-07-14,Sunday,True,False,False,441,27.6,Sandwich,31,42,29,13,30.95,40
2024-07-14,Sunday,True,False,False,441,27.6,Tea,49,56,46,10,17.86,8
2024-07-14,Sunday,True,False,False,441,27.6,Coffee,45,67,44,23,34.33,15
2024-07-14,Sunday,True,False,False,441,27.6,Cold Drink,39,45,37,8,17.78,20
2024-07-14,Sunday,True,False,False,441,27.6,Veg Puff,12,12,10,2,16.67,18
2024-07-14,Sunday,True,False,False,441,27.6,Maggi,33,37,32,5,13.51,30
2024-07-15,Monday,False,False,False,1033,25.8,Samosa,128,148,134,14,9.46,12
2024-07-15,Monday,False,False,False,1033,25.8,Vada Pav,113,134,113,21,15.67,15
2024-07-15,Monday,False,False,False,1033,25.8,Sandwich,100,118,94,24,20.34,40
2024-07-15,Monday,False,False,False,1033,25.8,Tea,168,166,166,0,0.0,8
2024-07-15,Monday,False,False,False,1033,25.8,Coffee,118,180,117,63,35.0,15
2024-07-15,Monday,False,False,False,1033,25.8,Cold Drink,94,106,96,10,9.43,20
2024-07-15,Monday,False,False,False,1033,25.8,Veg Puff,98,104,90,14,13.46,18
2024-07-15,Monday,False,False,False,1033,25.8,Maggi,79,74,74,0,0.0,30
2024-07-16,Tuesday,False,False,False,861,27.9,Samosa,123,128,121,7,5.47,12
2024-07-16,Tuesday,False,False,False,861,27.9,Vada Pav,90,105,90,15,14.29,15
2024-07-16,Tuesday,False,False,False,861,27.9,Sandwich,85,108,86,22,20.37,40
2024-07-16,Tuesday,False,False,False,861,27.9,Tea,137,125,125,0,0.0,8
2024-07-16,Tuesday,False,False,False,861,27.9,Coffee,101,127,97,30,23.62,15
2024-07-16,Tuesday,False,False,False,861,27.9,Cold Drink,92,97,94,3,3.09,20
2024-07-16,Tuesday,False,False,False,861,27.9,Veg Puff,79,86,82,4,4.65,18
2024-07-16,Tuesday,False,False,False,861,27.9,Maggi,62,70,61,9,12.86,30
2024-07-17,Wednesday,False,False,False,1011,28.7,Samosa,162,165,165,0,0.0,12
2024-07-17,Wednesday,False,False,False,1011,28.7,Vada Pav,101,102,100,2,1.96,15
2024-07-17,Wednesday,False,False,False,1011,28.7,Sandwich,96,152,95,57,37.5,40
2024-07-17,Wednesday,False,False,False,1011,28.7,Tea,133,158,119,39,24.68,8
2024-07-17,Wednesday,False,False,False,1011,28.7,Coffee,109,125,113,12,9.6,15
2024-07-17,Wednesday,False,False,False,1011,28.7,Cold Drink,128,137,127,10,7.3,20
2024-07-17,Wednesday,False,False,False,1011,28.7,Veg Puff,78,76,76,0,0.0,18
2024-07-17,Wednesday,False,False,False,1011,28.7,Maggi,64,69,60,9,13.04,30
2024-07-18,Thursday,False,False,False,982,31.6,Samosa,115,100,100,0,0.0,12
2024-07-18,Thursday,False,False,False,982,31.6,Vada Pav,103,121,100,21,17.36,15
2024-07-18,Thursday,False,False,False,982,31.6,Sandwich,91,109,95,14,12.84,40
2024-07-18,Thursday,False,False,False,982,31.6,Tea,101,110,102,8,7.27,8
2024-07-18,Thursday,False,False,False,982,31.6,Coffee,86,121,83,38,31.4,15
2024-07-18,Thursday,False,False,False,982,31.6,Cold Drink,130,160,126,34,21.25,20
2024-07-18,Thursday,False,False,False,982,31.6,Veg Puff,67,72,70,2,2.78,18
2024-07-18,Thursday,False,False,False,982,31.6,Maggi,68,69,69,0,0.0,30
2024-07-19,Friday,False,False,False,850,27.0,Samosa,115,145,128,17,11.72,12
2024-07-19,Friday,False,False,False,850,27.0,Vada Pav,97,128,94,34,26.56,15
2024-07-19,Friday,False,False,False,850,27.0,Sandwich,71,82,71,11,13.41,40
2024-07-19,Friday,False,False,False,850,27.0,Tea,117,131,119,12,9.16,8
2024-07-19,Friday,False,False,False,850,27.0,Coffee,101,123,102,21,17.07,15
2024-07-19,Friday,False,False,False,850,27.0,Cold Drink,88,94,82,12,12.77,20
2024-07-19,Friday,False,False,False,850,27.0,Veg Puff,84,96,83,13,13.54,18
2024-07-19,Friday,False,False,False,850,27.0,Maggi,55,87,52,35,40.23,30
2024-07-20,Saturday,True,False,False,478,28.8,Samosa,51,65,55,10,15.38,12
2024-07-20,Saturday,True,False,False,478,28.8,Vada Pav,40,39,39,0,0.0,15
2024-07-20,Saturday,True,False,False,478,28.8,Sandwich,34,49,31,18,36.73,40
2024-07-20,Saturday,True,False,False,478,28.8,Tea,67,78,69,9,11.54,8
2024-07-20,Saturday,True,False,False,478,28.8,Coffee,35,35,35,0,0.0,15
2024-07-20,Saturday,True,False,False,478,28.8,Cold Drink,45,58,44,14,24.14,20
2024-07-20,Saturday,True,False,False,478,28.8,Veg Puff,23,21,21,0,0.0,18
2024-07-20,Saturday,True,False,False,478,28.8,Maggi,26,26,25,1,3.85,30
2024-07-21,Sunday,True,False,False,476,25.0,Samosa,34,33,33,0,0.0,12
2024-07-21,Sunday,True,False,False,476,25.0,Vada Pav,28,25,25,0,0.0,15
2024-07-21,Sunday,True,False,False,476,25.0,Sandwich,42,43,42,1,2.33,40
2024-07-21,Sunday,True,False,False,476,25.0,Tea,61,81,58,23,28.4,8
2024-07-21,Sunday,True,False,False,476,25.0,Coffee,52,55,48,7,12.73,15
2024-07-21,Sunday,True,False,False,476,25.0,Cold Drink,39,52,44,8,15.38,20
2024-07-21,Sunday,True,False,False,476,25.0,Veg Puff,18,22,17,5,22.73,18
2024-07-21,Sunday,True,False,False,476,25.0,Maggi,29,26,26,0,0.0,30
2024-07-22,Monday,False,False,False,783,28.2,Samosa,96,119,100,19,15.97,12
2024-07-22,Monday,False,False,False,783,28.2,Vada Pav,88,122,89,33,27.05,15
2024-07-22,Monday,False,False,False,783,28.2,Sandwich,63,85,61,24,28.24,40
2024-07-22,Monday,False,False,False,783,28.2,Tea,131,181,133,48,26.52,8
2024-07-22,Monday,False,False,False,783,28.2,Coffee,70,70,70,0,0.0,15
2024-07-22,Monday,False,False,False,783,28.2,Cold Drink,89,103,92,11,10.68,20
2024-07-22,Monday,False,False,False,783,28.2,Veg Puff,70,83,69,14,16.87,18
2024-07-22,Monday,False,False,False,783,28.2,Maggi,54,69,55,14,20.29,30
2024-07-23,Tuesday,False,False,False,861,30.2,Samosa,113,115,108,7,6.09,12
2024-07-23,Tuesday,False,False,False,861,30.2,Vada Pav,81,89,85,4,4.49,15
2024-07-23,Tuesday,False,False,False,861,30.2,Sandwich,74,87,71,16,18.39,40
2024-07-23,Tuesday,False,False,False,861,30.2,Tea,117,108,108,0,0.0,8
2024-07-23,Tuesday,False,False,False,861,30.2,Coffee,86,105,86,19,18.1,15
2024-07-23,Tuesday,False,False,False,861,30.2,Cold Drink,97,127,98,29,22.83,20
2024-07-23,Tuesday,False,False,False,861,30.2,Veg Puff,73,83,71,12,14.46,18
2024-07-23,Tuesday,False,False,False,861,30.2,Maggi,63,76,57,19,25.0,30
2024-07-24,Wednesday,False,False,False,819,27.5,Samosa,112,148,107,41,27.7,12
2024-07-24,Wednesday,False,False,False,819,27.5,Vada Pav,81,86,77,9,10.47,15
2024-07-24,Wednesday,False,False,False,819,27.5,Sandwich,74,93,70,23,24.73,40
2024-07-24,Wednesday,False,False,False,819,27.5,Tea,132,118,118,0,0.0,8
2024-07-24,Wednesday,False,False,False,819,27.5,Coffee,88,123,86,37,30.08,15
2024-07-24,Wednesday,False,False,False,819,27.5,Cold Drink,72,61,61,0,0.0,20
2024-07-24,Wednesday,False,False,False,819,27.5,Veg Puff,72,86,72,14,16.28,18
2024-07-24,Wednesday,False,False,False,819,27.5,Maggi,66,70,68,2,2.86,30
2024-07-25,Thursday,False,False,False,655,26.2,Samosa,65,72,64,8,11.11,12
2024-07-25,Thursday,False,False,False,655,26.2,Vada Pav,70,81,66,15,18.52,15
2024-07-25,Thursday,False,False,False,655,26.2,Sandwich,60,55,55,0,0.0,40
2024-07-25,Thursday,False,False,False,655,26.2,Tea,100,107,107,0,0.0,8
2024-07-25,Thursday,False,False,False,655,26.2,Coffee,63,61,59,2,3.28,15
2024-07-25,Thursday,False,False,False,655,26.2,Cold Drink,68,82,70,12,14.63,20
2024-07-25,Thursday,False,False,False,655,26.2,Veg Puff,73,59,59,0,0.0,18
2024-07-25,Thursday,False,False,False,655,26.2,Maggi,43,45,41,4,8.89,30
2024-07-26,Friday,False,False,False,763,31.4,Samosa,111,128,118,10,7.81,12
2024-07-26,Friday,False,False,False,763,31.4,Vada Pav,66,62,58,4,6.45,15
2024-07-26,Friday,False,False,False,763,31.4,Sandwich,66,77,66,11,14.29,40
2024-07-26,Friday,False,False,False,763,31.4,Tea,105,98,98,0,0.0,8
2024-07-26,Friday,False,False,False,763,31.4,Coffee,78,98,70,28,28.57,15
2024-07-26,Friday,False,False,False,763,31.4,Cold Drink,103,100,100,0,0.0,20
2024-07-26,Friday,False,False,False,763,31.4,Veg Puff,67,77,64,13,16.88,18
2024-07-26,Friday,False,False,False,763,31.4,Maggi,55,50,50,0,0.0,30
2024-07-27,Saturday,True,False,False,489,30.2,Samosa,39,41,37,4,9.76,12
2024-07-27,Saturday,True,False,False,489,30.2,Vada Pav,44,45,45,0,0.0,15
2024-07-27,Saturday,True,False,False,489,30.2,Sandwich,29,24,24,0,0.0,40
2024-07-27,Saturday,True,False,False,489,30.2,Tea,30,34,28,6,17.65,8
2024-07-27,Saturday,True,False,False,489,30.2,Coffee,45,51,44,7,13.73,15
2024-07-27,Saturday,True,False,False,489,30.2,Cold Drink,49,63,48,15,23.81,20
2024-07-27,Saturday,True,False,False,489,30.2,Veg Puff,22,19,19,0,0.0,18
2024-07-27,Saturday,True,False,False,489,30.2,Maggi,20,23,19,4,17.39,30
2024-07-28,Sunday,True,False,False,534,26.8,Samosa,49,65,49,16,24.62,12
2024-07-28,Sunday,True,False,False,534,26.8,Vada Pav,38,40,36,4,10.0,15
2024-07-28,Sunday,True,False,False,534,26.8,Sandwich,28,29,29,0,0.0,40
2024-07-28,Sunday,True,False,False,534,26.8,Tea,55,52,52,0,0.0,8
2024-07-28,Sunday,True,False,False,534,26.8,Coffee,46,43,43,0,0.0,15
2024-07-28,Sunday,True,False,False,534,26.8,Cold Drink,41,57,38,19,33.33,20
2024-07-28,Sunday,True,False,False,534,26.8,Veg Puff,38,51,36,15,29.41,18
2024-07-28,Sunday,True,False,False,534,26.8,Maggi,25,24,24,0,0.0,30
2024-07-29,Monday,False,False,False,894,29.3,Samosa,132,136,119,17,12.5,12
2024-07-29,Monday,False,False,False,894,29.3,Vada Pav,94,112,95,17,15.18,15
2024-07-29,Monday,False,False,False,894,29.3,Sandwich,81,94,87,7,7.45,40
2024-07-29,Monday,False,False,False,894,29.3,Tea,135,147,131,16,10.88,8
2024-07-29,Monday,False,False,False,894,29.3,Coffee,93,129,92,37,28.68,15
2024-07-29,Monday,False,False,False,894,29.3,Cold Drink,108,116,113,3,2.59,20
2024-07-29,Monday,False,False,False,894,29.3,Veg Puff,89,108,89,19,17.59,18
2024-07-29,Monday,False,False,False,894,29.3,Maggi,64,50,50,0,0.0,30
2024-07-30,Tuesday,False,False,False,920,28.9,Samosa,114,124,111,13,10.48,12
2024-07-30,Tuesday,False,False,False,920,28.9,Vada Pav,106,115,115,0,0.0,15
2024-07-30,Tuesday,False,False,False,920,28.9,Sandwich,90,86,86,0,0.0,40
2024-07-30,Tuesday,False,False,False,920,28.9,Tea,125,102,102,0,0.0,8
2024-07-30,Tuesday,False,False,False,920,28.9,Coffee,107,131,107,24,18.32,15
2024-07-30,Tuesday,False,False,False,920,28.9,Cold Drink,97,104,101,3,2.88,20
2024-07-30,Tuesday,False,False,False,920,28.9,Veg Puff,68,52,52,0,0.0,18
2024-07-30,Tuesday,False,False,False,920,28.9,Maggi,65,76,67,9,11.84,30
2024-07-31,Wednesday,False,False,False,995,28.5,Samosa,147,135,135,0,0.0,12
2024-07-31,Wednesday,False,False,False,995,28.5,Vada Pav,110,106,101,5,4.72,15
2024-07-31,Wednesday,False,False,False,995,28.5,Sandwich,87,91,90,1,1.1,40
2024-07-31,Wednesday,False,False,False,995,28.5,Tea,139,141,134,7,4.96,8
2024-07-31,Wednesday,False,False,False,995,28.5,Coffee,121,139,119,20,14.39,15
2024-07-31,Wednesday,False,False,False,995,28.5,Cold Drink,116,155,111,44,28.39,20
2024-07-31,Wednesday,False,False,False,995,28.5,Veg Puff,92,108,91,17,15.74,18
2024-07-31,Wednesday,False,False,False,995,28.5,Maggi,88,87,86,1,1.15,30
2024-08-01,Thursday,False,False,False,715,29.9,Samosa,115,161,122,39,24.22,12
2024-08-01,Thursday,False,False,False,715,29.9,Vada Pav,73,79,66,13,16.46,15
2024-08-01,Thursday,False,False,False,715,29.9,Sandwich,84,102,81,21,20.59,40
2024-08-01,Thursday,False,False,False,715,29.9,Tea,121,121,121,0,0.0,8
2024-08-01,Thursday,False,False,False,715,29.9,Coffee,72,89,71,18,20.22,15
2024-08-01,Thursday,False,False,False,715,29.9,Cold Drink,75,87,78,9,10.34,20
2024-08-01,Thursday,False,False,False,715,29.9,Veg Puff,59,74,55,19,25.68,18
2024-08-01,Thursday,False,False,False,715,29.9,Maggi,51,53,52,1,1.89,30
2024-08-02,Friday,False,False,False,904,29.4,Samosa,133,166,134,32,19.28,12
2024-08-02,Friday,False,False,False,904,29.4,Vada Pav,85,97,82,15,15.46,15
2024-08-02,Friday,False,False,False,904,29.4,Sandwich,82,89,77,12,13.48,40
2024-08-02,Friday,False,False,False,904,29.4,Tea,101,106,101,5,4.72,8
2024-08-02,Friday,False,False,False,904,29.4,Coffee,81,93,88,5,5.38,15
2024-08-02,Friday,False,False,False,904,29.4,Cold Drink,119,166,121,45,27.11,20
2024-08-02,Friday,False,False,False,904,29.4,Veg Puff,84,87,81,6,6.9,18
2024-08-02,Friday,False,False,False,904,29.4,Maggi,47,62,50,12,19.35,30
2024-08-03,Saturday,True,False,False,472,27.5,Samosa,35,42,36,6,14.29,12
2024-08-03,Saturday,True,False,False,472,27.5,Vada Pav,18,21,17,4,19.05,15
2024-08-03,Saturday,True,False,False,472,27.5,Sandwich,32,39,31,8,20.51,40
2024-08-03,Saturday,True,False,False,472,27.5,Tea,49,54,51,3,5.56,8
2024-08-03,Saturday,True,False,False,472,27.5,Coffee,41,48,38,10,20.83,15
2024-08-03,Saturday,True,False,False,472,27.5,Cold Drink,33,42,33,9,21.43,20
2024-08-03,Saturday,True,False,False,472,27.5,Veg Puff,32,45,33,12,26.67,18
2024-08-03,Saturday,True,False,False,472,27.5,Maggi,24,25,20,5,20.0,30
2024-08-04,Sunday,True,False,False,491,27.3,Samosa,50,56,49,7,12.5,12
2024-08-04,Sunday,True,False,False,491,27.3,Vada Pav,19,19,19,0,0.0,15
2024-08-04,Sunday,True,False,False,491,27.3,Sandwich,47,53,47,6,11.32,40
2024-08-04,Sunday,True,False,False,491,27.3,Tea,67,68,68,0,0.0,8
2024-08-04,Sunday,True,False,False,491,27.3,Coffee,30,38,30,8,21.05,15
2024-08-04,Sunday,True,False,False,491,27.3,Cold Drink,41,42,42,0,0.0,20
2024-08-04,Sunday,True,False,False,491,27.3,Veg Puff,44,43,43,0,0.0,18
2024-08-04,Sunday,True,False,False,491,27.3,Maggi,26,32,25,7,21.88,30
2024-08-05,Monday,False,False,False,475,30.7,Samosa,72,63,63,0,0.0,12
2024-08-05,Monday,False,False,False,475,30.7,Vada Pav,65,88,68,20,22.73,15
2024-08-05,Monday,False,False,False,475,30.7,Sandwich,43,49,42,7,14.29,40
2024-08-05,Monday,False,False,False,475,30.7,Tea,82,83,78,5,6.02,8
2024-08-05,Monday,False,False,False,475,30.7,Coffee,59,67,63,4,5.97,15
2024-08-05,Monday,False,False,False,475,30.7,Cold Drink,55,62,52,10,16.13,20
2024-08-05,Monday,False,False,False,475,30.7,Veg Puff,39,36,36,0,0.0,18
2024-08-05,Monday,False,False,False,475,30.7,Maggi,24,30,24,6,20.0,30
2024-08-06,Tuesday,False,False,False,640,30.7,Samosa,115,133,111,22,16.54,12
2024-08-06,Tuesday,False,False,False,640,30.7,Vada Pav,94,89,89,0,0.0,15
2024-08-06,Tuesday,False,False,False,640,30.7,Sandwich,61,82,62,20,24.39,40
2024-08-06,Tuesday,False,False,False,640,30.7,Tea,81,81,79,2,2.47,8
2024-08-06,Tuesday,False,False,False,640,30.7,Coffee,53,61,51,10,16.39,15
2024-08-06,Tuesday,False,False,False,640,30.7,Cold Drink,68,91,66,25,27.47,20
2024-08-06,Tuesday,False,False,False,640,30.7,Veg Puff,43,48,43,5,10.42,18
2024-08-06,Tuesday,False,False,False,640,30.7,Maggi,34,40,32,8,20.0,30
2024-08-07,Wednesday,False,False,False,1156,29.0,Samosa,149,154,148,6,3.9,12
2024-08-07,Wednesday,False,False,False,1156,29.0,Vada Pav,127,145,125,20,13.79,15
2024-08-07,Wednesday,False,False,False,1156,29.0,Sandwich,109,115,107,8,6.96,40
2024-08-07,Wednesday,False,False,False,1156,29.0,Tea,137,177,139,38,21.47,8
2024-08-07,Wednesday,False,False,False,1156,29.0,Coffee,115,165,115,50,30.3,15
2024-08-07,Wednesday,False,False,False,1156,29.0,Cold Drink,129,164,131,33,20.12,20
2024-08-07,Wednesday,False,False,False,1156,29.0,Veg Puff,99,107,101,6,5.61,18
2024-08-07,Wednesday,False,False,False,1156,29.0,Maggi,81,99,73,26,26.26,30
2024-08-08,Thursday,False,False,False,834,31.4,Samosa,101,107,98,9,8.41,12
2024-08-08,Thursday,False,False,False,834,31.4,Vada Pav,76,62,62,0,0.0,15
2024-08-08,Thursday,False,False,False,834,31.4,Sandwich,79,90,78,12,13.33,40
2024-08-08,Thursday,False,False,False,834,31.4,Tea,112,145,110,35,24.14,8
2024-08-08,Thursday,False,False,False,834,31.4,Coffee,75,83,77,6,7.23,15
2024-08-08,Thursday,False,False,False,834,31.4,Cold Drink,122,128,122,6,4.69,20
2024-08-08,Thursday,False,False,False,834,31.4,Veg Puff,72,72,72,0,0.0,18
2024-08-08,Thursday,False,False,False,834,31.4,Maggi,50,44,44,0,0.0,30
2024-08-09,Friday,False,False,False,842,28.4,Samosa,112,112,111,1,0.89,12
2024-08-09,Friday,False,False,False,842,28.4,Vada Pav,77,104,71,33,31.73,15
2024-08-09,Friday,False,False,False,842,28.4,Sandwich,77,76,76,0,0.0,40
2024-08-09,Friday,False,False,False,842,28.4,Tea,121,129,126,3,2.33,8
2024-08-09,Friday,False,False,False,842,28.4,Coffee,92,112,87,25,22.32,15
2024-08-09,Friday,False,False,False,842,28.4,Cold Drink,85,99,83,16,16.16,20
2024-08-09,Friday,False,False,False,842,28.4,Veg Puff,74,84,74,10,11.9,18
2024-08-09,Friday,False,False,False,842,28.4,Maggi,50,71,49,22,30.99,30
2024-08-10,Saturday,True,False,False,534,26.3,Samosa,53,50,50,0,0.0,12
2024-08-10,Saturday,True,False,False,534,26.3,Vada Pav,36,41,37,4,9.76,15
2024-08-10,Saturday,True,False,False,534,26.3,Sandwich,24,25,24,1,4.0,40
2024-08-10,Saturday,True,False,False,534,26.3,Tea,91,102,93,9,8.82,8
2024-08-10,Saturday,True,False,False,534,26.3,Coffee,42,60,38,22,36.67,15
2024-08-10,Saturday,True,False,False,534,26.3,Cold Drink,40,36,34,2,5.56,20
2024-08-10,Saturday,True,False,False,534,26.3,Veg Puff,33,38,32,6,15.79,18
2024-08-10,Saturday,True,False,False,534,26.3,Maggi,26,41,25,16,39.02,30
2024-08-11,Sunday,True,False,False,525,26.7,Samosa,52,57,50,7,12.28,12
2024-08-11,Sunday,True,False,False,525,26.7,Vada Pav,56,74,56,18,24.32,15
2024-08-11,Sunday,True,False,False,525,26.7,Sandwich,15,16,16,0,0.0,40
2024-08-11,Sunday,True,False,False,525,26.7,Tea,54,71,57,14,19.72,8
2024-08-11,Sunday,True,False,False,525,26.7,Coffee,45,46,39,7,15.22,15
2024-08-11,Sunday,True,False,False,525,26.7,Cold Drink,46,47,46,1,2.13,20
2024-08-11,Sunday,True,False,False,525,26.7,Veg Puff,21,23,21,2,8.7,18
2024-08-11,Sunday,True,False,False,525,26.7,Maggi,28,27,27,0,0.0,30
2024-08-12,Monday,False,False,False,810,24.7,Samosa,106,122,106,16,13.11,12
2024-08-12,Monday,False,False,False,810,24.7,Vada Pav,98,109,97,12,11.01,15
2024-08-12,Monday,False,False,False,810,24.7,Sandwich,67,85,67,18,21.18,40
2024-08-12,Monday,False,False,False,810,24.7,Tea,130,112,112,0,0.0,8
2024-08-12,Monday,False,False,False,810,24.7,Coffee,86,91,87,4,4.4,15
2024-08-12,Monday,False,False,False,810,24.7,Cold Drink,68,62,60,2,3.23,20
2024-08-12,Monday,False,False,False,810,24.7,Veg Puff,72,76,76,0,0.0,18
2024-08-12,Monday,False,False,False,810,24.7,Maggi,52,52,50,2,3.85,30
2024-08-13,Tuesday,False,False,False,936,27.1,Samosa,132,132,122,10,7.58,12
2024-08-13,Tuesday,False,False,False,936,27.1,Vada Pav,81,66,66,0,0.0,15
2024-08-13,Tuesday,False,False,False,936,27.1,Sandwich,85,89,89,0,0.0,40
2024-08-13,Tuesday,False,False,False,936,27.1,Tea,164,180,149,31,17.22,8
2024-08-13,Tuesday,False,False,False,936,27.1,Coffee,101,107,97,10,9.35,15
2024-08-13,Tuesday,False,False,False,936,27.1,Cold Drink,96,100,94,6,6.0,20
2024-08-13,Tuesday,False,False,False,936,27.1,Veg Puff,73,86,74,12,13.95,18
2024-08-13,Tuesday,False,False,False,936,27.1,Maggi,61,81,58,23,28.4,30
2024-08-14,Wednesday,False,False,False,657,28.8,Samosa,77,92,67,25,27.17,12
2024-08-14,Wednesday,False,False,False,657,28.8,Vada Pav,82,102,75,27,26.47,15
2024-08-14,Wednesday,False,False,False,657,28.8,Sandwich,49,68,47,21,30.88,40
2024-08-14,Wednesday,False,False,False,657,28.8,Tea,84,68,68,0,0.0,8
2024-08-14,Wednesday,False,False,False,657,28.8,Coffee,68,85,63,22,25.88,15
2024-08-14,Wednesday,False,False,False,657,28.8,Cold Drink,64,77,67,10,12.99,20
2024-08-14,Wednesday,False,False,False,657,28.8,Veg Puff,42,55,42,13,23.64,18
2024-08-14,Wednesday,False,False,False,657,28.8,Maggi,54,61,47,14,22.95,30
2024-08-15,Thursday,False,True,False,195,30.1,Samosa,1,1,0,1,100.0,12
2024-08-15,Thursday,False,True,False,195,30.1,Vada Pav,1,1,0,1,100.0,15
2024-08-15,Thursday,False,True,False,195,30.1,Sandwich,9,10,10,0,0.0,40
2024-08-15,Thursday,False,True,False,195,30.1,Tea,14,15,13,2,13.33,8
2024-08-15,Thursday,False,True,False,195,30.1,Coffee,14,12,12,0,0.0,15
2024-08-15,Thursday,False,True,False,195,30.1,Cold Drink,1,1,1,0,0.0,20
2024-08-15,Thursday,False,True,False,195,30.1,Veg Puff,9,10,7,3,30.0,18
2024-08-15,Thursday,False,True,False,195,30.1,Maggi,1,1,1,0,0.0,30
2024-08-16,Friday,False,False,False,1077,28.8,Samosa,131,135,131,4,2.96,12
2024-08-16,Friday,False,False,False,1077,28.8,Vada Pav,91,127,93,34,26.77,15
2024-08-16,Friday,False,False,False,1077,28.8,Sandwich,112,102,102,0,0.0,40
2024-08-16,Friday,False,False,False,1077,28.8,Tea,192,182,182,0,0.0,8
2024-08-16,Friday,False,False,False,1077,28.8,Coffee,116,106,106,0,0.0,15
2024-08-16,Friday,False,False,False,1077,28.8,Cold Drink,135,143,142,1,0.7,20
2024-08-16,Friday,False,False,False,1077,28.8,Veg Puff,77,71,71,0,0.0,18
2024-08-16,Friday,False,False,False,1077,28.8,Maggi,77,80,80,0,0.0,30
2024-08-17,Saturday,True,False,False,526,29.7,Samosa,47,58,45,13,22.41,12
2024-08-17,Saturday,True,False,False,526,29.7,Vada Pav,58,59,59,0,0.0,15
2024-08-17,Saturday,True,False,False,526,29.7,Sandwich,35,33,33,0,0.0,40
2024-08-17,Saturday,True,False,False,526,29.7,Tea,54,68,57,11,16.18,8
2024-08-17,Saturday,True,False,False,526,29.7,Coffee,42,44,44,0,0.0,15
2024-08-17,Saturday,True,False,False,526,29.7,Cold Drink,45,56,40,16,28.57,20
2024-08-17,Saturday,True,False,False,526,29.7,Veg Puff,34,35,35,0,0.0,18
2024-08-17,Saturday,True,False,False,526,29.7,Maggi,30,35,30,5,14.29,30
2024-08-18,Sunday,True,False,False,450,31.2,Samosa,65,78,70,8,10.26,12
2024-08-18,Sunday,True,False,False,450,31.2,Vada Pav,27,27,27,0,0.0,15
